student_id,grade_year,year,term,subject,subject_group,credit,raw_score,subject_avg,std_dev,achievement,num_students,grade_numeric,grade_type
201611091,1,2013,1,수학,수학,0,64,56.5,13.7,4,344,4,rank
201611091,1,2013,2,수학,수학,0,64,71.3,15.4,6,344,6,rank
201611091,1,2013,1,사회,사회,0,71,72.5,12.2,5,344,5,rank
201611091,1,2013,2,사회,사회,0,55,64.5,14.9,6,344,6,rank
201611091,2,2014,1,국어,국어,0,85,81.1,12.1,5,333,5,rank
201611091,2,2014,2,국어,국어,0,49,59.3,14.0,6,191,6,rank
201611091,3,2015,1,국어,국어,0,51,77.6,15.0,8,180,8,rank
201611091,3,2015,2,국어,국어,0,80,78.8,12.8,5,180,5,rank
201910671,1,2016,1,국어,국어,0,92,70.8,20.2,A,426,1,achievement
201910671,1,2016,2,국어,국어,0,94,72.5,20.0,A,421,1,achievement
